destroying,1735
philosophy,1736
playing,1737
extremely,1738
role,1739
wealthiest,1740
resources,1741
islands,1742
increasing,1743
presence,1744
guaranteed,1745
unite,1746
demand,1747
independence,1748
colonialist,1749
ruined,1750
rule,1751
trans-migration,1752
devastated,1753
burned,1754
deforested,1755
Once,1756
resembling,1757
paradise,1758
earth,1759
humiliated,1760
Its,1761
original,1762
inhabitants,1763
subjugated,1764
kept,1765
divided,1766
badly,1767
informed,1768
uneducated,1769
comes,1770
unusually,1771
bold,1772
Globe,1773
wrote,1774
December,1775
revealed,1776
names,1777
numerous,1778
politicians,1779
reap,1780
relocation,1781
mega-project,1782
brother,1783
defense,1784
minister,1785
Prabowo,1786
Subianto,1787
Hashim,1788
Djojohadikusumo,1789
coordinating,1790
maritime,1791
affairs,1792
investment,1793
Luhut,1794
Binsar,1795
Panjaitan,1796
study,1797
Capital,1798
City,1799
conducted,1800
coalition,1801
organizations,1802
Mining,1803
Advocacy,1804
Network,1805
Jatam,1806
Environment,1807
Walhi,1808
Trend,1809
Asia,1810
Forest,1811
oligarchic,1812
connections,1813
societal,1814
impacts,1815
assets,1816
concessions,1817
extractive,1818
industries,1819
coal,1820
palm,1821
lumber,1822
plants,1823
East,1824
used,1825
smokescreen,1826
brush,1827
damage,1828
Within,1829
180,3751
so-called,1831
smart,1832
forestry,1833
property,1834
Around,1835
158,1836
mines,1837
deadly-deep,1838
holes,1839
area…,1840
girl,1841
phone,1842
typical,1843
pollution,1844
met,1845
researchers,1846
Institut,1847
Dayakologi,1848
Dayakology,1849
Richardus,1850
Giring,1851
Julianto,1852
Makmur,1853
Pontianak,1854
Mainly,1855
wanted,1856
whether,1857
harm,1858
endorsed,1859
transparent,1860
studies,1861
tend,1862
aspects,1863
risks,1864
negative,1865
interests,1866
analyzing,1867
locals.,1868
Aside,1869
perspective,1870
kind,1871
escape,1872
problems,1873
facing,1874
Kalimantan.,1875
injustice,1876
destruction,1877
structure,1878
occurring,1879
Consistently,1880
various,1881
sectoral,1882
etc,1883
legacy,1884
past,1885
present,1886
Although,1887
pristine,1888
tropical,1889
remnants.,1890
Map,1891
showing,1892
Caitlin,1893
Dempsey,1894
Natural,1895
Quick,1896
Start,1897
Working,1898
filming,1899
situation,1900
continued,1901
magnificent,1902
preceded,1903
proper,1904
careful,1905
planning,1906
feasibility,1907
predictions,1908
arise,1909
carefully,1910
whole,1911
definitely,1912
blunder,1913
spent,1914
anticipate,1915
beforehand,1916
lies,1917
ahead,1918
impacts.,1919
belong,1920
beginning,1921
beauty,1922
contest,1923
things,1924
appear,1925
great,1926
Short,1927
clips,1928
mass,1929
media,1930
irrelevant,1931
Indonesia.,1932
potential,1933
land-grabbing,1934
caused,1935
politics,1936
administration,1937
exodus,1938
certainly,1939
trigger,1940
conflict,1941
people.,1942
Well,1943
paradigm,1944
tends,1945
sacrifice,1946
sake,1947
sacrificing,1948
poor/small,1949
sacrificed,1950
solely,1951
image,1952
impression,1953
beings,1954
dignity.,1955
propaganda,1956
promoting,1957
precise,1958
location,1959
designated,1960
regime,1961
enormous,1962
hushed,1963
camouflaged,1964
covered,1965
secrecy,1966
ask,1967
sure,1968
forth,1969
frustrated,1970
tired,1971
second,1972
finally,1973
post,1974
Behind,1975
belongs,1976
General,1977
ran,1978
elections,1979
defeated,1980
elevated,1981
Minister,1982
Defense,1983
Republic,1984
Lieutenant-General,1985
territories,1986
occupied,1987
troops,1988
involved,1989
kidnapping,1990
torturing,1991
Several,1992
guards,1993
Hambali,1994
gate,1995
employed,1996
company,1997
ITCI,1998
owned,1999
barrier,2000
vast,2001
center,2002
supposed,2003
personnel,2004
immediately,2005
asking,2006
questions,2007
checking,2008
IDs,2009
calls,2010
undisclosed,2011
Our,2012
documents,2013
photocopied,2014
guard,2015
utters,2016
laconically,2017
lifting,2018
letting,2019
pass,2020
hope,2021
although,2022
Manhattan.,2023
Grandeur,2024
entrance,2025
site,2026
Pay,2027
privately,2028
follows,2029
nightmare,2030
combined,2031
Kafkaesque,2032
images,2033
manages,2034
surprise,2035
shock,2036
First,2037
shoulder,2038
several,2039
broken,2040
trucks,2041
timber,2042
drivers,2043
helpers,2044
busy,2045
fixing,2046
engines,2047
tires,2048
Indiscriminate,2049
logging,2050
obviously,2051
car,2052
moves,2053
climbing,2054
rolling,2055
hills,2056
appalling,2057
Borneo/,2058
Entire,2059
Huge,2060
monstrous,2061
stubs,2062
trees,2063
line,2064
sorts,2065
makeshift,2066
reforestation,2067
projects,2068
impress,2069
terrifying,2070
tens,2071
direction,2072
once,2073
centuries,2074
hell,2075
top,2076
stands,2077
metal,2078
Sudarmono,2079
Tower,2080
amateurish,2081
manner,2082
resemble,2083
Eiffel,2084
Local,2085
climb,2086
adults,2087
grandmothers,2088
plantations,2089
commercial,2090
ventures,2091
Now,2092
entertainment,2093
stare,2094
point,2095
fingers,2096
repeating,2097
foreigner,2098
bule,2099
derogatory,2100
albino,2101
Nouveau,2102
approached,2103
Imah,2104
visiting,2105
tower,2106
family,2107
Dua,2108
colonizing,2109
plundering,2110
anything,2111
colonizers,2112
improved,2113
lives,2114
knows,2115
insignificant,2116
details,2117
noise,2118
possible,2119
overcrowding,2120
Personally,2121
worried,2122
quiet,2123
peaceful,2124
crowded.,2125
thorough,2126
Almost,2127
nobody,2128
realize,2129
Quiet,2130
describes,2131
Wooden,2132
shacks,2133
near,2134
hard,2135
sub-Saharan,2136
African,2137
bottom,2138
robbed,2139
yes,2140
correctly,2141
sold,2142
Ponadi,2143
owner,2144
thinks,2145
compensation,2146
started,2147
scratch,2148
daughters,2149
sons,2150
Honestly,2151
willing,2152
provide,2153
hard-earned,2154
decades.,2155
talking,2156
sent,2157
spread,2158
religion,2159
inhabited,2160
advanced,2161
clearly,2162
socialist,2163
